,T1_ILT_Negative,T1_ILT_Positive,T1_ILT_Masculine,T1_ILT_Tyranny,T1_ILT_Dynamic,T1_ILT_Dedication,T1_ILT_Intelligence,T1_ILT_Sensitivity,T1Open,T1Neurotic,T1Conscientious,T1Agreeable,T1Extraversion,T1_Mindfulness,T1_CITOptimism,T1_CITEfficacy,T1_CITLonely,T1_CITSupport,T1PSS,T1SE,T1NA_low_AAS,T1NA_high_AAS,T1NA_AAS,T1PA_low_AAS,T1PA_high_AAS,T1PA_AAS,T1SWLS,T1Duration,T1Finished,Age,Gender,Ethnicity,Ethnicity_6_TEXT,Education,Major,Job,Hours,WorkExp,LeadExp,T1_Distracted,Condition.x,ID,T2_Mindfulness,T2PSS,T2NA_low_AAS,T2NA_high_AAS,T2NA_AAS,T2PA_low_AAS,T2PA_high_AAS,T2PA_AAS,T2Duration,T2_Distracted,T3_Mindfulness,T3PSS,T3NA_low_AAS,T3NA_high_AAS,T3NA_AAS,T3PA_low_AAS,T3PA_high_AAS,T3PA_AAS,T3Duration,T3_Distracted,T4_Mindfulness,T4PSS,T4NA_low_AAS,T4NA_high_AAS,T4NA_AAS,T4PA_low_AAS,T4PA_high_AAS,T4PA_AAS,T4Duration,T4_Distracted,T5_Mindfulness,T5PSS,T5NA_low_AAS,T5NA_high_AAS,T5NA_AAS,T5PA_low_AAS,T5PA_high_AAS,T5PA_AAS,T5Duration,T5_Distracted,T6_Mindfulness,T6PSS,T6NA_low_AAS,T6NA_high_AAS,T6NA_AAS,T6PA_low_AAS,T6PA_high_AAS,T6PA_AAS,T6Duration,T6_Distracted,T7_ILT_Negative,T7_ILT_Positive,T7_ILT_Masculine,T7_ILT_Tyranny,T7_ILT_Dynamic,T7_ILT_Dedication,T7_ILT_Intelligence,T7_ILT_Sensitivity,T7Open,T7Neurotic,T7Conscientious,T7Agreeable,T7Extraversion,T7_Mindfulness,T7_CITOptimism,T7_CITEfficacy,T7_CITLonely,T7_CITSupport,T7PSS,T7SE,T7NA_low_AAS,T7NA_high_AAS,T7NA_AAS,T7PA_low_AAS,T7PA_high_AAS,T7PA_AAS,T7SWLS,T7_SWLS_Before,T7_SWLS_After,T7_SE_Before,T7_SE_After,T7_CITSupport_Before,T7_CITSupport_After,T7_CITOptimism_Before,CIT_Optimism_2,T7_Happy_Before,T7_Happy_After,T7_Gratitude_Before,T7_Gratitude_After,MAAS_1_1,MAAS_2_1,T7_CITLonely_Before,T7_CITLonely_After,PhoneBrand,WhoPlayed,WhoPlayed_Ratio_1,WhoPlayed_Ratio_2,PlayTime_Day,PlayTime_Total,Play_AfterSurvey1,Useful,TrainCond,MeetNeeds_TrainCond,SimilarProd,EasyIntuitive,LooksFeels,WantMoreThanSimilar,Recommend,Review1to10_1,Review1to10_Why,LikeMostLeast,MostImportantFeature,FeatureToAdd,LeastAmountPay,MostAmountPay,WantProduct,FunToUse_1,LeastImportantFeatur,KeepPlaying,PreventFromPlay,FeelGoodAboutProduct_1,T7_Distracted,T7_DescribeDistract,StudyPurpose,Effort,Attention,UseData,Selfie,Words
81,2.375,8,2,2.5,6.666666667,9,7.5,9,4,6,3.666666667,4.833333333,4.166666667,2.6,4,4.333333333,3.666666667,6.666666667,3.25,50,1.2,1.666666667,1.454545455,3,3.25,3.142857143,4,1167,1,21,2,6,Caucasion and Hispanic,4,Psychology,1,15,1,6,2,0,194,3,2.5,1.8,2.333333333,2.090909091,4,4,4,6521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.75,1.4,1.5,1.454545455,3,1.75,2.285714286,17939,2,3.6,3.5,1.8,1.666666667,1.727272727,3,1.5,2.142857143,904,2,2.2,2.75,2,2.833333333,2.454545455,2.333333333,3.5,3,1063,2,4.125,7.769230769,5,3.833333333,6.333333333,7.666666667,8,9,4.5,6.666666667,3.666666667,4.333333333,3.666666667,1.4,4.666666667,4,4,6.333333333,3,221,1.8,2,1.909090909,3.666666667,1.75,2.571428571,3.6,77,77,82,82,94,94,73,73,66,66,59,72,63,76,54,47,Iphone xr,2,NA,NA,10,60,1,2,2,2,None,1,1,1,2,4,I don’t see myself using the app during my free time.,"It is easy to use, sometimes it would lag.",The ability to pause or continue the game.,I don’t have an idea for a feature.,0.99,1.99,1,3,"The high score section never recorded my high scores, so I feel like that was not important to have.",2,I don’t normally play games on my phone.,4,2,NA,In order to see if memory tasks can have an effect on your mental well-being.,4,4,1,1,2
82,3.875,6.615384615,8.5,2.333333333,4.333333333,7.666666667,6,8.666666667,5.166666667,2.833333333,3.666666667,6.166666667,2.833333333,3.6,5,4.666666667,5,6.666666667,3,43,2.4,4.5,3.545454545,5,4.25,4.571428571,4.2,911,1,22,1,1,NA,4,Econ Admin Studies,2,0,0,2,2,0,197,3.4,3.5,3,3.5,3.272727273,6.333333333,3.75,4.857142857,83927,NA,3.4,4,3.2,4.166666667,3.727272727,5.666666667,2,3.571428571,208,2,3,2.75,2.8,2.5,2.636363636,5,3.25,4,162,1,3.8,3,4,3.833333333,3.909090909,2.666666667,2.25,2.428571429,856,2,2.4,3.25,3.6,3,3.272727273,4.333333333,4.25,4.285714286,125,2,4.125,5.692307692,7.5,3,5.666666667,5,5.75,6.333333333,4.666666667,3.166666667,3.333333333,6.333333333,3.5,2.2,4.666666667,5,4.666666667,5.666666667,3.5,137,3,3.166666667,3.090909091,3.333333333,3,3.142857143,3.6,60,64,40,44,70,58,81,85,75,73,80,80,60,70,70,90,iPhone 11,2,NA,NA,10,60,1,2,2,2,million other brain game apps,2,2,2,2,3,"Very clumsy user interface, very slow",Login in feature,Saving information in account,Better user interface,0,0,1,1,Options? i dont think there is sound anyways,1,It feels like work,1,2,NA,To play a memorization app and take a survey on how we felt after,3,2,1,1,2
83,4.25,6.538461538,2.5,4.833333333,5.333333333,7.333333333,6,7.666666667,4.166666667,3.666666667,4.833333333,4.666666667,3.833333333,2.4,4.666666667,5.333333333,4,5.666666667,3.25,56,3.8,3.5,3.636363636,4.333333333,4,4.142857143,4,1264,1,20,2,1,NA,3,Psychology,2,0,0,4,1,1,198,3.2,3.25,1.4,2,1.727272727,4,3.5,3.714285714,276,NA,2.2,3,1.6,2,1.818181818,2.333333333,2.75,2.571428571,2400,2,2.4,3.25,1.6,1.333333333,1.454545455,3.666666667,3.25,3.428571429,202,2,2.6,3.25,1,1.666666667,1.363636364,4,3.75,3.857142857,247,2,2.2,2.75,1,1.833333333,1.454545455,4.666666667,3.25,3.857142857,142,2,3.375,5.692307692,1,4.166666667,4.333333333,6.666666667,4.75,7.333333333,4.333333333,4.833333333,4.5,4.833333333,3,1.4,4.333333333,4.666666667,4.666666667,5.666666667,3.25,199,1.4,1.666666667,1.545454545,3,2.75,2.857142857,3.8,65,70,70,70,80,85,80,87,67,75,74,78,50,60,50,30,Android,2,NA,NA,7,49,2,2,2,1,None,1,1,1,4,7,It wasn't anything grand but it was simple and easy to use. It can be a little slow,The lagging of the app was what I like the least,The touch sound was important to me,"I wasn't really the big fan of the color blue

",0.01,0.5,2,3,The tabs that I never tapped on.,2,Taking one picture that makes me happy is definitely the reason for me to play,3,1,While taking the survey j was also chatting with my friend,Improving your mode and changing your perception towards yourself?,2,3,1,1,1
84,1.75,7.461538462,1,2,6.666666667,8,6.75,8.666666667,6.166666667,4,5.5,6.333333333,2.833333333,2.4,6,6.333333333,2.333333333,7,2.75,65,1.2,1.166666667,1.181818182,5,3,3.857142857,6.2,861,1,20,2,1,NA,3,Psychology,1,10,1,1,1,1,199,2,3.25,NA,NA,NA,NA,NA,NA,1106,1,2,2.5,1.2,1.5,1.363636364,4.333333333,2.75,3.428571429,840,2,1.6,2.75,1.2,1.833333333,1.545454545,4,4.5,4.285714286,829,2,2,2.5,1,1.333333333,1.181818182,2.666666667,3.75,3.285714286,2849,2,1.2,2.5,1,1.5,1.272727273,5,4.5,4.714285714,3140,2,1.5,7.076923077,1,1.666666667,6.666666667,8,5.75,8.333333333,6.5,3.5,5.333333333,6.333333333,2.833333333,1,6,6,3,6.666666667,2.5,250,1.2,1.333333333,1.272727273,2.666666667,3,2.857142857,6.4,92,93,91,91,92,92,90,93,93,95,94,95,74,74,17,14,iPhone X,1,98,2,8,48,1,2,2,2,It's kind of like other memory games I've played.,2,2,2,1,2,It froze a lot and was honestly not very attractive. The design felt outdated and confusing. A lot of other students were also confused on how to use it.,It was very confusing. I didn't know how to play for a few days because of how unintuitive it was.,"None, really.",Maybe add a tutorial or redo the design.,0,0,1,3,The music was not great.,1,The design/interface and the constant freezing and needs for restarts.,1,2,NA,"I think it may have been a way to remind the user of things that make them happy and to increase life satisfaction, but I'm not sure.",4,5,1,1,1
85,2.75,6.846153846,2.5,2.833333333,5.333333333,7.666666667,6.5,8,5.5,4.166666667,3.833333333,4.166666667,4,3.2,5.333333333,5.666666667,4.666666667,6,3,51,2.4,2.833333333,2.636363636,5,3.25,4,4,13820,1,19,2,1,NA,2,Psychology,2,0,0.5,3,1,0,207,3.4,3,2.4,2.666666667,2.545454545,5.333333333,3.75,4.428571429,118,NA,3.4,3,2.2,3.333333333,2.818181818,5.666666667,4,4.714285714,1321,2,3.4,2.75,2.4,2.833333333,2.636363636,5.666666667,4.75,5.142857143,1053,2,3.4,3.75,2,2.833333333,2.454545455,6,4.25,5,141,2,3.8,3.25,2.4,3,2.727272727,6,5,5.428571429,127,2,2.5,7.923076923,2,2.666666667,6.666666667,8.333333333,7.75,9,5.833333333,4.666666667,3.833333333,5,4.333333333,2,5,5.666666667,5.666666667,5.333333333,3.25,202,2.2,3.333333333,2.818181818,5,4,4.428571429,3.4,60,68,60,77,64,79,83,89,65,71,88,95,83,97,97,97,iphone xs max,2,NA,NA,8,55,1,2,1,2,brain game,1,2,2,2,5,it’s too simple and feels like an old game that gets boring quick. There is nothing exciting about the game that makes me want to keep playing.,there were no variety,that it works and no glitches,a variety of games or levels/ challenges,0.5,2,1,3,the extra options for the game that no one really uses,1,it’s boring after a couple minutes and lack of effects.,3,2,NA,"To see what kind of pictures we upload and why, and to test our brain memory skills.",3,3,1,1,2
86,6,8.384615385,3,7,7,9,8.5,9,4.5,6.833333333,5.333333333,2.166666667,5.333333333,3.4,1,3,5,4.333333333,2.5,45,3.6,5.5,4.636363636,1,2.5,1.857142857,2.4,721,1,21,2,2,NA,4,Business Administration,2,0,3,3,2,0,208,2.8,NA,1.6,1.833333333,1.727272727,2,1,1.428571429,343,2,2.2,3,1.6,1,1.272727273,1,1,1,140,2,2.2,3.5,1.8,2.166666667,2,1,1,1,115,2,2,4,1,1,1,1,1.25,1.142857143,172,2,2,2.5,1.6,2.666666667,2.181818182,1,1,1,155,2,5.125,6.461538462,2.5,6,6,6.333333333,7.75,5.333333333,5.5,6,4.333333333,3.5,5.166666667,1.8,3.666666667,4.333333333,5.333333333,4,3,188,1.6,1.833333333,1.727272727,1,1,1,1.8,62,61,71,71,35,35,56,56,52,52,52,52,67,67,85,85,iphone X,2,NA,NA,12,60,1,2,2,2,nothing.,2,2,2,1,3,It seamed quite meaningless.,Least is the look of the app.,The photo add ability.,easier set up instructions.,0,0,1,1,Having music.,1,I find it pointless,1,2,NA,To gauge something.,5,5,1,1,2
87,4.25,8.923076923,4,4.333333333,8.666666667,10,8,9.333333333,6.333333333,2.833333333,6.166666667,5,6.333333333,2,7,6.333333333,2,6.333333333,3,70,2,2.166666667,2.090909091,5.333333333,4,4.571428571,5.2,855,1,22,2,6,Asian/Hispanic,4,"Business Administration, Management",1,19,4,3,2,1,209,1.4,3,1.4,1.5,1.454545455,3.666666667,3.5,3.571428571,439,NA,1.2,3.25,1,2,1.545454545,6.666666667,5,5.714285714,335,2,1.2,3.25,1,1.833333333,1.454545455,6.333333333,4.75,5.428571429,164,2,1,2.5,1,2,1.545454545,6,4.5,5.142857143,243,2,1,2.75,1,1.833333333,1.454545455,5,4.5,4.714285714,172,2,3,9.461538462,3,3,9.333333333,10,9.5,9,6.5,2.333333333,6.166666667,5.5,6.333333333,0.8,7,6.666666667,2.333333333,7,3,245,1,2,1.545454545,6,4.75,5.285714286,6.8,70,90,70,90,71,90,90,90,60,90,60,90,60,20,51,10,Samsung,2,NA,NA,10,50,1,1,1,1,"Nothing in this game format, but there is another app called Eternal Sunshine that has a lot of mindful meditations and sends me positive quote notifications on my phone every once and a while",1,1,1,4,8,"The interface could run a little more smoothly in terms of graphics. If this is something that you actually want to put on the market, listing the purpose in the registration process or in the description in the ap store would be extremely helpful. Creating a progress bar or a streak bar would also help with continuity.",I liked that I could upload my own photos,The photo feature,A progress or a streak bar!,1,2,3,4,The music,3,The interface is not as appealing as it could be,4,2,NA,To study an individual's outlook on life and gratitude while monitoring stress and life circumstances,4,4,1,1,1
88,2.125,7.615384615,1.5,2.333333333,7.333333333,7.666666667,6.75,9,6.333333333,3,5.5,5.5,3.166666667,1.8,6,5.666666667,2,7,3.25,62,1.2,2.5,1.909090909,4,3.5,3.714285714,4.8,1488,1,22,2,6,Egyptian,4,Psychology,2,0,0,4,2,0,210,NA,3,1.8,1.5,1.636363636,4,2,2.857142857,558,2,2,3,2,1.333333333,1.636363636,3.666666667,1.5,2.428571429,791,2,1.8,3,1.6,1.666666667,1.636363636,2.333333333,2.75,2.571428571,116200,2,1.4,3,1.8,1.166666667,1.454545455,2,1,1.428571429,143,2,1.2,2.75,1.2,1.333333333,1.272727273,2.666666667,2.5,2.571428571,357,2,2.625,8,1.5,3,7.333333333,8.333333333,7.25,9.333333333,6.666666667,3.166666667,6,5.5,3.833333333,0.8,6,5.666666667,3,7,2.25,243,1.2,1.5,1.363636364,5.333333333,2.75,3.857142857,6.4,85,85,90,90,100,100,95,95,90,90,90,90,51,51,15,10,iphone 11,2,NA,NA,10,50,1,2,2,2,none,1,2,2,2,3,"I didn't like the user-face of the app. If it weren't for the instruction on the powerpoint that was uploaded for us, I would not know how to use it. It was also not something I would play on a daily basis or go out of my way to play.",I didn't like how it looked.,Being able to upload whatever picture or word you want.,Smoother run and better user-face.,0,0,1,1,"Honestly, none of it was important to me.",1,it wasn't fun - not something I would want to spend my free time doing,3,2,NA,"I'm not sure, but maybe to enhance memory?",5,5,1,1,2
89,3.375,7.307692308,3,3.5,6,7,7.25,9,4.5,3.833333333,4.166666667,5.333333333,2.666666667,2.8,5.333333333,6,5.333333333,5.666666667,3.25,45,1.8,2.666666667,2.272727273,4.333333333,3.5,3.857142857,3.4,3236,1,21,2,1,NA,4,Psychology,2,0,2,0,1,1,211,NA,3.75,1.6,2.166666667,1.909090909,3.666666667,2.75,3.142857143,1923,2,3.6,3.25,1.4,2,1.727272727,3,2.5,2.714285714,791,2,3.4,2.75,1.2,2.166666667,1.727272727,2.333333333,3.25,2.857142857,846,2,3,3,1,2.166666667,1.636363636,5,2.75,3.714285714,853,2,3,3.5,1,1.5,1.272727273,3.333333333,3.5,3.428571429,426,2,2.625,6.846153846,3.5,2.333333333,5.333333333,6.333333333,6.75,9,4.666666667,3.833333333,4.333333333,6.166666667,2.166666667,1.8,5.333333333,5,5.333333333,6.333333333,2.75,202,1.2,1.833333333,1.545454545,2.666666667,2,2.285714286,3.6,60,60,70,70,80,80,80,80,50,50,55,55,60,60,70,70,iPhone 6s,2,NA,NA,10,50,1,2,1,1,N/A,1,2,2,1,5,"The app does what it is intended to do, but that's it. The design isn't very modern and up to date. Also, the high scores wouldn't load accurately.",I like that there are no ads.,It does what it is intended to do.,"I think the ""high score"" feature needs to be fixed.",0,0,1,1,number of pictures,1,It's a bit boring after a while.,3,2,NA,To see if repeated exposure to things that make you happy increase your happiness over a week.,4,3,1,1,1
90,6.25,6.692307692,7.5,5.833333333,6,6,8,6.333333333,4.666666667,4.5,3.666666667,5,5,3.4,4.666666667,3.666666667,2.666666667,5.666666667,2.75,56,2.8,3,2.909090909,3.333333333,2.75,3,3.6,2452,1,20,1,3,NA,4,BusinessEcon,2,0,0,10,2,0,216,NA,3,2.2,3.166666667,2.727272727,2.666666667,2.25,2.428571429,10443,2,3.4,2.75,3.6,3.166666667,3.363636364,2.666666667,3.5,3.142857143,272,1,2,2.5,2,3,2.545454545,2.333333333,2.25,2.285714286,459,2,2.4,3.5,3.4,4.833333333,4.181818182,1.333333333,3.25,2.428571429,832,2,2.6,3.75,1.8,2,1.909090909,3.666666667,3,3.285714286,471,2,6.5,7.923076923,5.5,6.833333333,7,7.666666667,9.25,7.333333333,4.333333333,4.166666667,4,5,5.5,1.2,4.333333333,3,3,5.666666667,3.5,263,1.4,2.166666667,1.818181818,3,3.75,3.428571429,3,53,88,100,100,90,95,100,100,41,90,32,100,50,55,50,19,Iphone,2,NA,NA,8,65,1,2,2,2,None,1,2,2,2,5,I didnt feel the effect of the product or like how beneficial it was,It made me focus more playing it,As the challenges get harded,"More creative edits to the visuals like colors, what happens when u get the point. I feel like the entire visual is like plain",0,0.5,1,2,Idk,1,If I am out or like doing something more important than the game.,2,2,NA,Check how focused u are and attentive. Challenge to the mind. How each respond,3,3,1,1,2
91,2,7.384615385,1,2.333333333,7,8,6,9,3.666666667,3.666666667,5.333333333,6.166666667,5,3,6.333333333,5.666666667,1,6,3.25,66,1.2,2.333333333,1.818181818,3.333333333,3.25,3.285714286,4.4,2374,1,20,2,2,NA,3,Business,2,0,3,2,2,0,217,2.8,2.75,1.6,1.666666667,1.636363636,2.666666667,1.75,2.142857143,708,NA,3,2.75,1,1.166666667,1.090909091,4.666666667,2,3.142857143,2079,2,2.6,2.75,1.2,1.666666667,1.454545455,1,1.75,1.428571429,141,2,2.2,2.5,1,1.666666667,1.363636364,2,1.75,1.857142857,215,2,2.2,3,1,1.333333333,1.181818182,3.666666667,1.75,2.571428571,380,2,1.625,6.769230769,1,1.833333333,6,7.666666667,5.75,8,3,4.166666667,5,5.833333333,4.5,1.6,6.333333333,6,1.333333333,6.666666667,3.25,221,1,1.5,1.272727273,5,1.5,3,3.6,80,93,60,83,98,100,75,91,79,86,87,95,55,72,0,0,Apple,2,NA,NA,10,46,2,2,1,2,"This is my first time using something like this, definitely different.",1,1,1,4,7,"Well it does help your mind focus and pay attention to detail but, if a different color theme was more lively it’d be more entertaining. The dark blue or blue in general made me feel weird for some reason.",The color theme and how fat the pictures were presented.,"The options are in big sized blocks, no struggle",Maybe a small noise where if you get ready it’s a cheer noise whereas if you get wrong it’s like oops try again noise.,1,3,1,4,Taking pictures to add to the list,2,The color theme,2,2,NA,To learn about our ability to focus and be able to memorize when we are not distracted. And the need to be right or try to get a better score every time.,4,5,1,1,2
92,5.5,6.769230769,2.5,6.5,7,6.333333333,7,6.666666667,6.166666667,2.666666667,4.5,4,3.166666667,1.6,6,6,2,6,3.25,71,1.2,1.833333333,1.545454545,5.333333333,4.75,5,6,71940,1,19,2,1,NA,2,Business Economics,2,0,0,2,2,1,219,1.8,NA,1,1.833333333,1.454545455,5.666666667,4.75,5.142857143,440,2,1,2.75,1,2.166666667,1.636363636,5.666666667,5.5,5.571428571,786,2,1,2,1.4,1.666666667,1.545454545,5,3.75,4.285714286,459,2,1,2.75,1,1.666666667,1.363636364,5,4.75,4.857142857,272,2,1,3,1.2,1.666666667,1.454545455,6,5,5.428571429,205,2,3.75,6.692307692,1,4.666666667,5.666666667,7,6.5,7.666666667,6.666666667,2.833333333,5,4.166666667,3.333333333,0.6,6,6,3,6.333333333,3.25,263,1.4,1.666666667,1.545454545,5.666666667,3.75,4.571428571,6,95,95,95,95,100,100,100,100,99,99,90,90,0,0,20,20,iphone 6s,2,NA,NA,10,60,1,2,2,2,brain game center memorization game app,1,2,2,2,7,"It froze on me a couple of times during the game. I think if you want the design to have a friendlier feel, make the buttons rounder around the edges and when the player presses down, make the button seem like it's also going down like a real button. The buttons for example uploading new photos should be accompanied with words. Also my high score is always stuck at 0.",it's a simple memorization game,we can upload whatever pictures we want,more animations,0,0.5,1,3,set default,1,"I don't really gain anything from it, the interface doesn't really feel like a game.",3,2,NA,to pay attention to the things that make us happy in our daily lives.,4,4,1,1,1
93,3.375,8.307692308,3,3.5,7.666666667,9.666666667,7.5,8.666666667,4,3.166666667,4.5,5,4.166666667,2.2,6.333333333,4.333333333,2.666666667,7,3,64,2.6,2.833333333,2.727272727,4,2.75,3.285714286,5.4,2292,1,22,2,1,NA,4,Business Economics,2,0,0,10,1,0,221,1.8,NA,4.4,3.5,3.909090909,3,3,3,3333,2,2,3.25,1.8,3.166666667,2.545454545,4.666666667,4,4.285714286,934,2,2,3.5,2.4,1.5,1.909090909,5,3.5,4.142857143,430,2,2,3,2.8,1.666666667,2.181818182,5,4.25,4.571428571,401,2,2,3,3.8,3.166666667,3.454545455,3.666666667,3.25,3.428571429,166,2,4.125,8.153846154,3.5,4.333333333,8,7.666666667,7.5,9.666666667,3.833333333,2.833333333,4,5.333333333,4.666666667,1.2,7,6.666666667,2,7,3,206,2.2,1.666666667,1.909090909,4.333333333,3,3.571428571,5.8,65,70,65,65,50,50,100,100,75,90,100,100,70,70,25,24,Samsung galaxy s9,2,NA,NA,10,50,1,1,1,1,N/A,1,1,1,3,7,"Sometimes there were glitches to the app, but that couldve just been on my end where the internet was slow. Other than that it was a productive and engaging app",I like how easy it was to oeprate.,I think the camera and add photos was most important.,N/A,2.99,5.99,2,5,N/a,2,"I think how fast it operates keeps me from wanting to play, because it sometimes glitched for me.",3,2,NA,I think this study had to do with how the human mind works and how some influences such as memorizing and then completing the surveys can alter one's mindset.,3,4,1,1,2
94,2,7.846153846,1,2.333333333,6,10,6,10,4,4.833333333,5,6.333333333,3.5,1.8,6,5.333333333,3.666666667,6,3.5,57,1,2.666666667,1.909090909,2.666666667,3.25,3,5.8,1084,1,21,2,2,NA,4,Psychology,1,17,5,2,2,0,223,2.4,NA,1,5.666666667,3.545454545,2,3.25,2.714285714,315,2,2.8,2,1.8,4.166666667,3.090909091,2.333333333,3.25,2.857142857,253,2,2,3.5,1,2.666666667,1.909090909,3.333333333,3.25,3.285714286,1104,2,1.6,3.25,1.2,1.833333333,1.545454545,2,2.5,2.285714286,1021,2,3.4,3,1,4,2.636363636,3.666666667,3.25,3.428571429,996,2,1.75,8.230769231,1.5,1.833333333,8,10,5.75,10,2.833333333,5.333333333,4.833333333,6.666666667,3.5,1.4,5.333333333,5.666666667,4.666666667,6.333333333,2.75,177,1,2.166666667,1.636363636,4,2.75,3.285714286,4,96,29,74,42,92,91,41,84,100,39,5,5,41,85,24,92,Samsung galaxy s7 edge,2,NA,NA,12,12,1,1,1,1,None,2,2,1,4,8,Because I liked the game just had a lot of issues loading it,The glitching. The best is the personalization of it.,Adding my own picture.,A place to explain why it's a typical day or not.,2.99,5.99,2,4,The high score button,2,The freezing of the app.,5,2,NA,To study leadership,4,4,1,1,2
